Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),40 Yard,Bench Press,Vert Leap (in)
1994,Gary Downs,North Carolina State,RB,71.9,212,9.38,31.25,4.61,,33
1994,Keith Elias,Princeton,RB,69,191,9,28.75,4.62,15,33.5
1994,Marshall Faulk,San Diego State,RB,70.1,206,9.13,31.75,,,
1994,Charlie Garner,Tennessee,RB,69.1,182,9.75,31.5,,,
1994,Raymont Harris,Ohio State,RB,72,225,9.25,32,4.61,22,37
1994,Greg Hill,Texas A&M,RB,70.6,207,8.5,30.5,4.5,14,33.5
1994,Sean Jackson,Florida State,RB,73.4,219,8.88,30.75,4.69,,35.5
1994,Leshon Johnson,Northern Illinois,RB,70.9,206,8.5,31.63,,,
1994,Calvin Jones,Nebraska,RB,71.1,212,10,32.75,4.58,,30.5
1994,Dorsey Levens,Georgia Tech,RB,72.9,228,10.63,32.88,4.6,18,37.5
1994,Charles Levy,Arizona,RB,71.8,197,9,31.75,4.52,,34.5
1994,Dwight Mcfadden,Southern California,RB,71.1,179,9,30.38,4.6,11,30
1994,Mark Montgomery,Wisconsin,RB,71.9,220,8.63,32.25,,24,
1994,Bam Morris,Texas Tech,RB,72.5,241,9.25,30.75,,15,
1994,Errict Rhett,Florida,RB,70.8,211,10,30,,28,32.5
1994,Terry Richardson,Syracuse,RB,72.6,210,9.13,31,4.61,20,35
1994,Ron Rivers,Frenso State (CA),RB,67.9,203,9.5,27.88,4.68,20,29.5
1994,Scott Schulte,Hillsdale (MI),RB,70.1,199,9,29.13,4.52,20,31
1994,Irving Spikes,Louisiana-Monroe,RB,67.6,212,8.75,29,4.69,17,30
1994,Glenn Starks,Central Oklahoma,RB,71.9,194,9,31.25,4.65,16,33
1994,Craig Thomas,Michigan State,RB,70.6,198,9,31,4.7,14,35.5
1994,Tony Vinson,Towson (MD),RB,73.4,229,8.75,31,4.61,,32.5
1994,Lamont Warren,Colorado,RB,71.8,194,9.25,32,4.6,13,34
1993,Richie Anderson,Penn State,RB,73.8,220,9,32.25,4.56,16,35.5
1993,Ryan Benjamin,Pacific (CA),RB,67.3,186,9.75,28.63,4.72,19,
1993,Reggie Brooks,Notre Dame,RB,67.5,209,8.13,30,,18,
1993,Derek Brown,Nebraska,RB,69,180,9.25,30.88,4.63,13,38
1993,Trevor Cobb,Rice (TX),RB,68.9,194,9,29.75,4.68,11,30
1993,Estrus Crayton,Southern California,RB,74,186,8.5,32.75,4.81,8,29.5
1993,Randy Cuthbert,Duke,RB,74.4,223,9.25,31,4.82,17,30
1993,Tico Duckett,Michigan State,RB,69.4,198,9.25,30.88,,,
1993,Chuckie Dukes,Boston College,RB,69.1,189,8.13,30.5,4.66,14,31.5
1993,Walt Dunson,Middle Tennessee State,RB,67.9,170,8.13,31.25,,5,
1993,Eric Gallon,Kansas State,RB,71.6,199,9.63,32.5,4.72,15,37.5
1993,Garrison Hearst,Georgia,RB,69,204,9.5,31.13,,,
1993,Vaughn Hebron,Virginia Tech,RB,68.5,194,9.38,30.63,4.79,11,31.5
1993,Kerry Henderson,Texas Southern,RB,65.9,167,8.88,27.88,4.49,18,34.5
1993,Randy Jordan,North Carolina,RB,70,208,8.25,30.38,4.46,15,35
1993,Terry Kirby,Virginia,RB,73.3,221,9.5,33,4.64,18,38
1993,Derrick Lassic,Alabama,RB,69.6,192,9.13,29.63,,10,
1993,Stephen Mcguire,Miami (FL),RB,70.9,216,9,31.63,4.89,13,30.5
1993,Natrone Means,North Carolina,RB,70.4,255,9.13,31.88,,18,
1993,Glyn Milburn,Stanford,RB,68.3,177,8.63,29.13,,16,
1993,Craig Mitter,Rutgers,RB,68.3,207,8.63,29.25,4.76,22,
1993,Ron Moore,Pittsburgh State (KS),RB,70.1,226,9.75,32.63,4.67,13,35.5
1993,Adrian Murrell,West Virginia,RB,70.3,206,8.75,31.5,4.59,12,33.5
1993,Martin Patton,Texas A&M-Kingsville,RB,71.9,195,9.13,31.63,4.8,12,38
1993,Kenny Roberts,Mississippi State,RB,68,171,7.75,29.38,4.55,,33.5
1993,Gregory Robinson,Louisiana-Monroe,RB,70.8,208,9.13,30.88,4.68,6,33.5
1993,Kenny Sims,James Madison (VA),RB,70.8,188,10.25,30.88,4.67,12,34.5
1993,Robert Smith,Ohio State,RB,72.3,195,10.13,32.38,4.47,16,39
1993,Markus Thomas,Eastern Kentucky,RB,70,194,8.88,32,4.62,15,36.5
1993,Adrian Walker,Texas,RB,70.3,196,9.5,32.5,,16,
1993,David Walker,Syracuse,RB,68.9,216,8.5,30.25,4.93,19,30
1993,Russell White,California,RB,70.6,216,8.63,32.25,4.61,,36
1993,Kevin Williams,UCLA,RB,72.5,212,8.88,32.88,4.44,17,41.5
1993,Shaumbe Wright-Fair,Washington State,RB,71.3,214,9.25,32,4.8,19,33.5
1992,Tyrone Ashley,Mississippi,RB,72.8,198,8.5,31.5,4.74,2,33.5
1992,Edgar Bennett,Florida State,RB,71.8,208,9.25,31.5,4.75,,35.5
1992,Tony Brooks,Notre Dame,RB,72.4,230,9.5,33.25,4.77,19,35
1992,Joe Campbell,Middle Tennessee State,RB,68.5,174,8.38,31,4.77,11,37.5
1992,Vaughn Dunbar,Indiana,RB,69.6,204,9.38,31,4.55,17,35
1992,Nikki Fisher,Virginia,RB,70.4,227,9,30.13,4.66,15,32
1992,Leodis Flowers,Nebraska,RB,70.8,204,8.88,29.63,4.71,12,34
1992,Derrick Franklin,Indiana State,RB,69.1,187,9.88,30.88,4.65,15,31.5
1992,Mike Gaddis,Oklahoma,RB,72,217,8.38,33,,,
1992,Sam Gash,Penn State,RB,71.6,224,9.13,30.25,4.79,16,33.5
1992,Darian Hagan,Colorado,RB,68.8,189,8.75,28.5,,6,
1992,Ronald Humphrey,Mississippi Valley State,RB,70.6,201,9.63,32,4.56,19,36.5
1992,Amp Lee,Florida State,RB,71.1,200,9.38,30.38,,,
1992,Tim Lester,Eastern Kentucky,RB,69.6,213,10.5,30.63,4.8,13,33
1992,Eric Lynch,Grand Valley State (MI),RB,70.5,222,8.63,32,,21,32
1992,Keith Mcafee,Texas A&M,RB,71.9,220,8.38,32.88,,9,
1992,Willie Mcclendon,Florida,RB,71.9,214,8.75,30.88,4.84,25,31.5
1992,Ostell Miles,Houston,RB,71.6,227,10.25,33,4.73,26,38.5
1992,Troy Mills,Cal State Sacramento,RB,70.9,218,9.25,31.88,4.72,13,30
1992,Derrick Moore,Northeastern Oklahoma A&M,RB,71.5,216,8.63,31.5,4.62,20,
1992,Mazio Royster,Southern California,RB,72.1,202,9.75,32.63,4.77,10,32.5
1992,Mike Saunders,Iowa,RB,71,206,8.88,30.25,4.83,10,31
1992,Randy Simmons,Texas A&M,RB,72.5,228,8.63,31.13,4.69,12,25.5
1992,Billy Smith,Central Michigan,RB,69.9,203,10,30.75,4.72,14,32
1992,Carl Smith,Maine,RB,68.9,188,9.38,30.75,4.66,7,34
1992,Tony Smith,Southern Mississippi,RB,72.9,214,9,32,4.64,,31
1992,Carlos Snow,Ohio State,RB,67.3,204,9,29.75,4.7,18,32.5
1992,Siran Stacy,Alabama,RB,71.3,203,9.38,32.25,,,
1992,Robert Thomas,Carson-Newman (TN),RB,72.3,215,9.13,33,4.69,9,34
1992,Peter Tuipulotu,Brigham Young,RB,71.1,215,9,30.75,,,
1992,Nate Turner,Nebraska,RB,73.3,241,9.63,30.88,4.63,,30.5
1992,Bobby Wright,Wayne State (NE),RB,71.5,197,9.63,30.5,4.67,6,
1992,Reggie Yarbrough,Cal-State Fullerton,RB,72.5,215,8.88,31.63,,15,
1991,Tony Alford,Colorado State,RB,70,207,9.88,31,4.75,11,32.5
1991,Al Baker,Kentucky,RB,71,223,9.25,30,,22,
1991,Randy Baldwin,Mississippi,RB,70.6,216,9.5,29.5,4.57,20,32
1991,Nick Bell,Iowa,RB,74.3,252,10.63,33,4.52,19,39.5
1991,Eric Bieniemy,Colorado,RB,67.1,208,9.25,29.5,4.5,19,36
1991,Tony Boles,Michigan,RB,72.8,196,8.88,32,4.65,4,33
1991,Gary Brown,Penn State,RB,70.1,220,9.25,30,4.75,17,29
1991,Ivory Lee Brown,Arkansas-Pine Bluff,RB,73.6,243,9.63,32.5,4.7,7,36
1991,Blaise Bryant,Iowa State,RB,71.3,198,8.88,30.5,4.63,16,31
1991,Sheldon Canley,San Jose State,RB,68.1,195,9.25,28.5,4.65,18,31
1991,Aaron Craver,Frenso State (CA),RB,71.5,214,10,30,4.47,19,38
1991,Stacy Danley,Auburn,RB,74.4,218,10.25,31,,12,
1991,Mike Dingle,South Carolina,RB,74,240,10.25,32.5,4.85,,31
1991,Ricky Ervins,Southern California,RB,67,200,9.5,27.5,4.53,20,27.5
1991,David Fair,Mississippi State,RB,73,212,9.63,32,4.64,17,32
1991,Albert Fann,Cal State Northridge,RB,72.5,225,9.13,31.5,4.8,16,30
1991,Hyland Hickson,Michigan State,RB,68.6,217,9.88,30.5,4.74,17,32
1991,Gerald Hudson,Oklahoma State,RB,68.3,198,9.25,28,4.6,23,30
1991,Cedric Jackson,Texas Christian,RB,71.9,229,10.13,32,4.68,25,31.5
1991,Allen Jefferson,Michigan,RB,72.4,224,9.63,30.5,4.74,9,28.5
1991,Eric Jenkins,Missouri State,RB,70.6,218,9.25,30,4.84,19,29.5
1991,Duane Kinnon,Syracuse,RB,72.8,230,10.13,32,4.99,13,31
1991,Darren Lewis,Texas A&M,RB,70.1,219,9.13,29.5,,11,
1991,Greg Lewis,Washington,RB,70.5,214,10.5,31,4.61,15,39
1991,Ricky Martin,Middle Tennessee State,RB,70,181,9.25,30.5,4.52,13,34
1991,Fred Mcafee,Mississippi College,RB,69.9,193,9.63,31,4.6,18,37
1991,Bernie Parmalee,Ball State (IN),RB,71.1,191,9.25,33,4.8,11,28.5
1991,Roland Poles,Tennessee,RB,72.3,248,10.38,31.5,,,
1991,Amir Rasul,Florida A&M,RB,71.1,191,9.63,30.5,4.57,23,33
1991,Curvin Richards,Pittsburgh,RB,69.1,200,10.25,29,,,
1991,Reggie Rivers,Texas State,RB,73.4,211,10.13,31,4.71,17,33.5
1991,Joe Ross,Georgia Southern,RB,72,207,9.75,32.5,4.7,15,
1991,Leonard Russell,Arizona State,RB,73.8,237,9.88,31,4.78,20,33
1991,Chris Samuels,Texas,RB,70,206,9.38,30.5,4.7,12,30.5
1991,Chris San Agustin,Augustana (SD),RB,68.1,211,9.13,29,4.69,23,33.5
1991,Tony Satter,North Dakota State,RB,70.6,207,9,29.5,4.81,12,27
1991,Tony Stewart,Iowa,RB,72.1,199,9.13,31,4.72,15,36
1991,Leroy Thompson,Penn State,RB,69.9,210,9.5,30,4.6,13,32.5
1991,Jon Vaughn,Michigan,RB,69.4,203,9.63,30.5,,,
1991,Anthony Wallace,California,RB,71.9,191,9.13,32.5,4.52,9,32.5
1991,Ricky Watters,Notre Dame,RB,73,212,9.13,31.5,4.71,18,34.5
1991,Chuck Weatherspoon,Houston,RB,67.5,229,9.13,28.5,4.84,19,28
1991,Chuck Webb,Tennessee,RB,69.4,209,9.63,29,,,
1991,Gerald Williams,South Carolina,RB,71.5,219,9,32,4.74,,29.5
1991,Harvey Williams,Louisiana State,RB,73.6,215,9.38,30,,,
1991,Calvin Windom,Louisiana State,RB,70,212,9.5,29.5,4.75,22,31.5
1991,Charlie Young,Stanford,RB,72.4,197,9.75,31,4.58,20,32.5
1990,Johnny Bailey,Texas A&M-Kingsville,RB,67.6,176,9,27.13,4.6,,
1990,Latin Berry,Oregon,RB,69.6,196,9.25,31.25,4.45,20,40
1990,Steve Broussard,Washington State,RB,66.3,201,8,28,4.45,15,31
1990,Dexter Carter,Florida State,RB,68.6,168,8.25,28.63,4.48,3,34.5
1990,Larry Centers,Stephen F. Austin (TX),RB,70.8,203,10.63,29.88,,8,
1990,Ken Clark,Nebraska,RB,69.1,203,8.5,30,4.66,10,34
1990,David Eldridge,Arizona,RB,72.1,215,9.38,33.25,4.66,19,35.5
1990,Blake Ezor,Michigan State,RB,68.3,181,9.5,29.75,4.58,17,30.5
1990,Eddie Fuller,Louisiana State,RB,69.1,199,10.5,30.38,4.61,,35.5
1990,Judd Garrett,Princeton,RB,73,203,8.38,29.63,4.73,,29
1990,Broderick Graves,Winston-Salem State (NC),RB,71.4,194,8.88,29.75,4.61,19,31.5
1990,James Gray,Texas Tech,RB,70.1,197,9.25,30,,,
1990,Harold Green,South Carolina,RB,73.5,216,10,31.63,4.74,16,32
1990,Joe Henderson,Clemson,RB,68.4,187,9.13,28.5,4.61,11,35
1990,Marc Hicks,Ohio State,RB,72.8,209,9.38,30.88,,,
1990,Harry Jackson,St. Cloud State (MN),RB,70.3,223,10,29.88,4.8,18,30
1990,Anthony Johnson,Notre Dame,RB,72.3,216,9.25,30.5,4.83,22,32
1990,Ricky Johnson,Maryland,RB,72,200,10.25,30.88,4.62,20,36
1990,Myron Jones,Frenso State (CA),RB,69.5,189,7.88,28.63,4.47,18,37
1990,Bren Lowery,Maryland,RB,70.4,197,9.5,28.88,4.61,5,33
1990,Brian Mitchell,Southwestern Louisiana,RB,70.1,198,10.25,29.38,4.59,,32
1990,Andy Murray,Kentucky,RB,73,241,9.5,30.25,4.94,21,28.5
1990,Mike Owens,Syracuse,RB,71.8,218,7.88,30.25,4.76,15,30.5
1990,Tony Palmer,Texas Christian,RB,73.3,236,9.75,32,4.82,18,29.5
1990,Mike Pringle,Cal-State Fullerton,RB,68.3,186,8.75,28.38,4.53,13,35.5
1990,Alfred Rawls,Kentucky,RB,69.1,205,8.38,29.38,4.58,18,32.5
1990,Donnie Riley,Central Michigan,RB,68.4,205,8.63,29,4.66,13,31.5
1990,James Rouse,Arkansas,RB,71.6,214,8,30.38,4.67,,33.5
1990,George Searcy,East Tennessee,RB,70.8,204,10.25,31.25,4.79,15,33
1990,Dee Smith,Louisville,RB,71.1,193,8.75,30.88,4.67,,36
1990,Anthony Thompson,Indiana,RB,71.1,207,9.88,29.5,4.77,24,33.5
1990,Darrell Thompson,Minnesota,RB,72.5,219,8.75,30.5,4.62,16,34.5
1990,Chris Warren,Ferrum (VA),RB,73.8,225,10,31.75,4.61,14,36.5
1990,Cordell Woods,"Minnesota State, Mankatao",RB,71.4,246,8.63,28,4.78,14,33
1989,Scott Ankrom,Texas Christian,RB,72.5,190,,,4.6,10,33.5
1989,Steve Avery,Northern Michigan,RB,72.8,210,,,4.76,15,27
1989,Eric Ball,UCLA,RB,73.3,215,,,4.58,18,33.5
1989,Jim Bell,Boston College,RB,72.1,206,,,,14,
1989,Deon Booker,Louisville,RB,69.9,201,,,4.67,13,31.5
1989,Anthony Brown,West Virginia,RB,69.1,213,,,4.61,14,29.5
1989,Robert Drummond,Syracuse,RB,74.4,204,,,4.56,13,33
1989,Heikoti Fakava,Hawaii,RB,71.5,218,,,4.75,12,30.5
1989,Victor Floyd,Florida State,RB,71.6,208,,,4.56,6,34.5
1989,Charvez Foger,Nevada Las Vegas,RB,69.4,211,,,,17,
1989,Mark Green,Notre Dame,RB,71.1,184,,,4.62,14,30
1989,John Harvey,Texas-El Paso,RB,71.5,184,,,4.64,,29.5
1989,Joe Henderson,Iowa State,RB,71.9,205,,,,17,
1989,Tony Hinz,Harvard,RB,73.6,212,,,4.76,15,30.5
1989,Tracy Johnson,Clemson,RB,71.9,231,,,4.88,19,
1989,Undra Johnson,West Virginia,RB,69.3,198,,,4.6,15,30
1989,Keith Jones,Illinois,RB,73,208,,,4.58,16,37.5
1989,Doug Lloyd,North Dakota State,RB,72.6,214,,,4.64,14,31.5
1989,Mike Mcgee,Bowling Green (OH),RB,72.3,228,,,4.75,18,32
1989,Todd Mcnair,Temple,RB,72.6,185,,,4.7,,38
1989,Dave Meggett,Towson (MD),RB,67.3,174,,,4.64,20,34.5
1989,Eric Mitchel,Oklahoma,RB,71.4,205,,,4.44,12,34
1989,Greg Paterra,Slippery Rock (PA),RB,70.6,210,,,4.56,21,34
1989,Damon Stell,Oklahoma,RB,70.5,199,,,4.74,10,33
1989,Lewis Tillman,Jackson State (MS),RB,71,193,,,4.67,16,31.5
1989,Jamie Townsend,Eastern Washington,RB,70.3,179,,,4.7,12,30.5
1989,Alonzo Washington,Arizona,RB,70.5,212,,,4.75,,29.5
1989,Vince Workman,Ohio State,RB,70,195,,,4.74,13,30
1988,Marvin Allen,Tulane (LA),RB,69.8,213,9,,4.55,15,31
1988,Richard Calvin,Washington State,RB,72.3,198,8.25,,4.7,10,28
1988,Patrick Collins,Oklahoma,RB,69.4,197,9.25,,4.49,10,33.5
1988,George Cooper,Ohio State,RB,73,245,9.5,,4.9,16,30
1988,Robert Delpino,Missouri,RB,71.4,201,9.5,,4.54,13,34
1988,Lucius Floyd,Nevada Las Vegas,RB,70.6,190,8.5,,4.69,12,31.5
1988,Kenny Gamble,Colgate (NY),RB,70.5,196,8.5,,4.69,,30
1988,Gaston Green,UCLA,RB,70.3,189,8.5,,4.32,8,33.5
1988,Kevin Harmon,Iowa,RB,71.9,196,8.5,,4.6,8,27.5
1988,Mark Higgs,Kentucky,RB,67,195,8.5,,4.53,17,43
1988,Alan Hooker,North Carolina A&T,RB,73,190,9.75,,4.69,,33.5
1988,William Howard,Tennessee,RB,71.9,242,8.5,,4.89,17,26
1988,Kenny Jackson,San Jose State,RB,70.8,191,9.5,,4.77,7,28.5
1988,Tony Jeffery,Texas Christian,RB,70.9,208,9,,4.48,15,28
1988,Rory Johnson,St. Joseph's (IN),RB,70.5,222,9,,4.81,31,31.5
1988,Keith Jones,Nebraska,RB,69.1,179,8,,4.38,6,36
1988,Gordon Lockbaum,Holy Cross (MA),RB,70.6,195,8.75,,4.75,16,30
1988,Darryl Mcgill,Wake Forest,RB,69.9,213,9.5,,4.59,20,30.5
1988,Jamie Morris,Michigan,RB,66.8,185,8.25,,4.54,,30.5
1988,Burton Murchison,Lamar (TX),RB,71.8,205,9.5,,,,
1988,Carl Painter,Hampton (VA),RB,69.5,184,9.5,,,9,
1988,Gary Patton,Eastern Michigan,RB,68.5,193,9.75,,4.63,8,30.5
1988,James Primus,UCLA,RB,70.8,196,8,,4.49,14,33.5
1988,Harvey Reed,Howard (DC),RB,71,181,9,,4.5,9,32
1988,James Saxon,San Jose State,RB,71.1,205,9.25,,4.67,12,31
1988,John Stephens,Northwestern State (LA),RB,72.1,220,8.5,,4.41,23,35.5
1988,Lars Tate,Georgia,RB,73.6,213,8.75,,4.47,18,31.5
1988,Thurman Thomas,Oklahoma State,RB,69.9,198,8.75,,4.47,13,33
1988,Reggie Ware,Auburn,RB,73,241,8.5,,4.59,17,34
1988,Lorenzo White,Michigan State,RB,70.6,207,9,,,,
1988,Warren Williams,Miami (FL),RB,72.1,190,8,,,8,
1988,Keith Woodside,Texas A&M,RB,71.4,203,8.5,,4.59,14,30.5
1987,Steve Bartalo,Colorado State,RB,68.8,201,9.5,28,4.83,14,28.5
1987,Rod Bernstine,Texas A&M,RB,75,238,10,32.25,4.68,18,29.5
1987,Tom Brown,Pittsburgh,RB,72.5,218,8.5,29.75,4.69,19,25.5
1987,Tony Burse,Middle Tennessee State,RB,72,220,9.5,30.5,4.71,20,27.5
1987,D.J. Dozier,Penn State,RB,72.3,204,10.25,31.25,,,34
1987,Doug Dubose,Nebraska,RB,71,191,8.75,29.5,,11,
1987,Larry Emory,Wisconsin,RB,68.6,193,9.25,30,4.6,13,30
1987,Terrence Flagler,Clemson,RB,71.6,199,9.75,30,4.52,15,30.5
1987,Kenneth Flowers,Clemson,RB,71.9,211,9.5,31.25,4.44,14,31
1987,Tracy Ham,Georgia Southern,RB,70.3,196,9.25,30,4.74,6,28
1987,Lakei Heimuli,Brigham Young,RB,70.8,219,9.5,30,4.81,20,29.5
1987,John Holifield,West Virginia,RB,71.1,208,9.25,31,4.55,14,30.5
1987,Alfred Jenkins,Arizona,RB,75.3,218,10.25,32,4.74,,31
1987,Tim Jessie,Auburn,RB,71.3,190,9.5,31.25,,12,
1987,Bobby Morse,Michigan State,RB,69.6,201,9.75,29.75,4.65,14,29
1987,Christian Okoye,Azusa Pacific (CA),RB,73.6,250,9.75,33,,21,31
1987,Darryl Oliver,Miami (FL),RB,70.8,194,9.5,31.5,4.63,12,28
1987,Paul Palmer,Temple,RB,69.3,184,9.75,29.75,4.53,11,30
1987,Kerry Porter,Washington State,RB,73.6,209,9.5,31.75,4.47,9,32.5
1987,John Settle,Appalachian State (NC),RB,69.3,207,8.75,30.5,4.75,10,29
1987,Edwin Simmons,Texas,RB,75.3,237,10,34.5,4.54,12,34
1987,Don Smith,Mississippi State,RB,71.3,199,,,4.67,11,30
1987,Steve Smith,Penn State,RB,72.9,244,10.75,31,,12,
1987,Timmy Smith,Texas Tech,RB,70.6,216,9,27.75,,10,
1987,Troy Stradford,Boston College,RB,68.8,192,,,4.65,,31
1987,George Swarn,Miami (OH),RB,70.8,205,8.5,32.25,4.6,16,33.5
1987,Spencer Tillman,Oklahoma,RB,70.4,202,9.25,29,4.58,18,27
1987,Maurice Williams,Virginia Tech,RB,71.5,213,7.5,31,4.77,13,28
1987,Carl Woods,Vanderbilt,RB,71,198,9.75,30.5,4.6,11,27.5
1987,John Wooldridge,Ohio State,RB,68.4,193,,,,,
2018,Marcell Ateman,Oklahoma State,WR,76,216,9.88,32.88,4.62,13,34
2018,Braxton Berrios,Miami (FL),WR,69,184,9.25,28,,11,
2018,Deontay Burnett,Southern California,WR,72,186,8.63,31.5,,,
2018,Deon Cain,Clemson,WR,74,202,8.75,33,4.43,11,33.5
2018,Antonio Callaway,Florida,WR,71,200,9.5,31.5,4.41,,34
2018,Dylan Cantrell,Texas Tech,WR,75,226,9.25,31.38,4.59,18,38.5
2018,Darren Carrington,Utah,WR,74,199,10.38,32.75,,,36
2018,D.J. Chark,Louisiana State,WR,75,199,9.25,32.38,4.34,16,40
2018,Simmie Cobbs,Indiana,WR,75,220,9.25,32,4.64,11,30
2018,Keke Coutee,Texas Tech,WR,70,181,8.38,29.88,4.43,14,34.5
2018,Robert Foster,Alabama,WR,74,196,9.25,32.13,4.41,,31
2018,Michael Gallup,Colorado State,WR,73,205,9.25,31.5,4.51,10,36
2018,Davon Grayson,East Carolina (NC),WR,73,199,9.38,31.38,4.51,19,34.5
2018,Daesean Hamilton,Penn State,WR,73,203,9.38,31,,,34.5
2018,Quadree Henderson,Pittsburgh,WR,68,192,9.88,29.5,4.5,12,32.5
2018,Richie James,Middle Tennessee State,WR,70,183,9.25,31.25,4.48,6,35.5
2018,Christian Kirk,Texas A&M,WR,70,201,9.88,30.38,4.47,20,35.5
2018,Chris Lacy,Oklahoma State,WR,75,205,9.75,31.25,4.51,11,33.5
2018,Jordan Lasley,UCLA,WR,73,203,9.63,32.75,4.5,8,34.5
2018,Allen Lazard,Iowa State,WR,77,227,9.75,32.25,4.55,17,38
2018,Tavares Martin,Washington State,WR,73,177,9.13,32.13,4.8,,31.5
2018,Ray-Ray Mccloud,Clemson,WR,69,190,9.25,30.25,4.53,13,34.5
2018,Anthony Miller,Memphis,WR,71,201,10.63,31.63,,22,
2018,Steven Mitchell,Southern California,WR,70,189,9.38,30.38,4.56,13,32.5
2018,D.J. Moore,Maryland,WR,72,210,9.63,31.63,4.42,15,39.5
2018,JMon Moore,Missouri,WR,75,207,9.38,32.88,4.6,21,38
2018,Dante Pettis,Washington,WR,72,186,9.5,32.25,,,
2018,Cam Phillips,Virginia Tech,WR,72,201,8.88,30.5,,,
2018,Byron Pringle,Kansas State,WR,73,203,9.25,32,4.46,15,33.5
2018,Trey Quinn,Southern Methodist (TX),WR,71,203,10.13,30.75,4.55,17,33.5
2017,Rodney Adams,South Florida,WR,73.25,189,9,32,4.44,8,29.5
2017,Quincy Adeboyejo,Mississippi,WR,74.75,197,9.38,31.75,4.42,8,34.5
2017,Victor Bolden,Oregon State,WR,68.13,178,9,31.13,4.54,9,32
2017,Kendrick Bourne,Eastern Washington,WR,73.25,203,9.13,32.5,4.68,9,34
2017,Billy Brown,Shepherd (WV),WR,75.38,254,10.38,33,4.7,23,29
2017,Noah Brown,Ohio State,WR,74,222,9.13,31.75,,19,
2017,KD Cannon,Baylor,WR,71.13,182,8.88,30.75,4.41,13,37
2017,Jehu Chesson,Michigan,WR,74.75,204,9.13,33.25,4.47,10,35.5
2017,Stacy Coley,Miami (FL),WR,72.13,195,9.75,32.25,4.45,10,34
2017,Amara Darboh,Michigan,WR,73.75,214,9.88,32.63,4.45,17,36
2017,Corey Davis,Western Michigan,WR,74.75,209,9.13,33,,,
2017,Robert Davis,Georgia State,WR,74.75,219,9.63,33,4.44,19,41
2017,Malachi Dupre,Louisiana State,WR,74.13,196,9,31.5,4.52,11,39.5
2017,Travin Dural,Louisiana State,WR,73,202,9,32,4.57,,30.5
2017,Amba Etta-Tawo,Syracuse,WR,73.25,208,9.13,32,4.49,14,31
2017,Isaiah Ford,Virginia Tech,WR,73.25,194,9.25,32.63,4.61,14,35.5
2017,Shelton Gibson,West Virginia,WR,71.13,191,8.88,32,4.5,8,32
2017,Kenny Golladay,Northern Illinois,WR,75.75,218,9.75,32,4.5,18,35.5
2017,Chad Hansen,California,WR,73.75,202,10.13,32.13,4.53,11,35
2017,Keon Hatcher,Arkansas,WR,73.25,212,9.5,32,4.64,16,
2017,Carlos Henderson,Louisiana Tech,WR,70.75,199,9.13,31.38,4.46,13,36
2017,Krishawn Hogan,Marian (IN),WR,74.63,222,9.88,32.13,4.56,13,36.5
2017,Mack Hollins,North Carolina,WR,75.75,221,9.75,33.25,4.53,,
2017,Bug Howard,North Carolina,WR,75.63,221,10.38,33.13,4.58,,37.5
2017,Zay Jones,East Carolina (NC),WR,73.88,201,9,32.5,4.45,15,36.5
2017,Cooper Kupp,Eastern Washington,WR,73.75,204,9.5,31.5,4.62,,31
2017,Jerome Lane,Akron,WR,74.13,226,9.75,31.5,4.6,16,35
2017,Keevan Lucas,Tulsa (OK),WR,69.13,192,9.88,31.88,4.55,11,32.5
2017,Josh Malone,Tennessee,WR,74.63,208,9.63,31.38,4.4,10,30.5
2017,Gabe Marks,Washington State,WR,70.75,189,8.75,30.38,4.56,11,29.5
2017,Drew Morgan,Arkansas,WR,71.75,190,9.5,30.38,4.74,10,30
2017,Speedy Noil,Texas A&M,WR,71.13,199,9.25,30,,18,43.5
2017,Zach Pascal,Old Dominion (VA),WR,73.75,219,10,32,4.55,14,36
2017,James Quick,Louisville,WR,72.25,186,9,30.75,4.6,11,31
2017,Michael Rector,Stanford,WR,72.13,193,9.25,32.5,4.42,,36.5
2017,Josh Reynolds,Texas A&M,WR,74.75,194,9.38,31.5,4.52,,37
2017,Jalen Robinette,Air Force,WR,74.75,220,10.88,32.38,4.62,13,31.5
2017,Darreus Rogers,Southern California,WR,72.63,216,10.13,32,,8,26.5
2017,Fred Ross,Mississippi State,WR,72.63,213,9.25,31.25,4.51,10,35
2017,John Ross,Washington,WR,70.75,188,8.75,31.5,4.22,,37
2017,Travis Rudolph,Florida State,WR,72.25,189,9.25,31.88,4.65,12,31.5
2017,Curtis Samuel,Ohio State,WR,71,196,9.5,31.25,4.31,18,37
2017,Artavis Scott,Clemson,WR,70.25,193,9.38,31,4.61,13,31
2017,Ricky Seals-Jones,Texas A&M,WR,76.63,243,9.63,33.13,4.69,17,28
2017,JuJu Smith-Schuster,Southern California,WR,73.25,215,10.5,32.88,4.54,15,32.5
2017,Jamari Staples,Louisville,WR,75,195,9.5,33.5,4.51,,36
2017,ArDarius Stewart,Alabama,WR,71.25,204,9.38,32.5,4.49,,34
2017,Ryan Switzer,North Carolina,WR,68.5,181,9.25,28,4.51,11,32
2017,Taywan Taylor,Western Kentucky,WR,71,203,9.25,32.63,4.5,13,33.5
2017,Trent Taylor,Louisiana Tech,WR,67.63,181,8.25,28.75,4.63,13,33
