Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,1000,15,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,155,15,Unlimited,131.99,0,2.99,134.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,25,4,Unlimited,87.99,0,2.99,90.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,330,15,Unlimited,139.99,0,2.99,142.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704386,Cable,1000,15,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,1000,15,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,330,15,Unlimited,139.99,0,2.99,142.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,FTTH,50,10,Unlimited,101.99,0,2.99,104.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704386,Cable,330,15,Unlimited,139.99,0,2.99,142.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,1000,15,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,330,15,Unlimited,139.99,0,2.99,142.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,155,15,Unlimited,131.99,0,2.99,134.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,50,10,Unlimited,101.99,0,2.99,104.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,155,15,Unlimited,131.99,0,2.99,134.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,25,4,Unlimited,87.99,0,2.99,90.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,330,15,Unlimited,139.99,0,2.99,142.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,155,15,Unlimited,131.99,0,2.99,134.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,330,15,Unlimited,139.99,0,2.99,142.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704386,Cable,50,10,Unlimited,101.99,0,2.99,104.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,25,4,Unlimited,87.99,0,2.99,90.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,25,4,Unlimited,87.99,0,2.99,90.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,50,10,Unlimited,101.99,0,2.99,104.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,25,4,Unlimited,87.99,0,2.99,90.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,1000,15,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704386,Cable,25,4,Unlimited,87.99,0,2.99,90.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,155,15,Unlimited,131.99,0,2.99,134.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,330,15,Unlimited,139.99,0,2.99,142.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,1000,15,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of Illinois, LLC",ILLINOIS,41726.7578704385,Cable,50,10,Unlimited,101.99,0,2.99,104.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,321879.349697312,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,23439.4773959044,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,321879.349697312,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,173319.011471036,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,173319.011471036,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,173319.011471036,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,173319.011471036,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,173319.011471036,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,23439.4773959044,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,23439.4773959044,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,23439.4773959044,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,173319.011471036,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704386,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,321879.349697312,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,321879.349697312,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,321879.349697312,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,23439.4773959044,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,23439.4773959044,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704386,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704386,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704386,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,321879.349697312,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704386,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,25,4,Unlimited,82,0,2.99,84.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704386,Cable,10,2,Unlimited,70,0,2.99,72.99,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704384,Cable,50,10,Unlimited,99.99,0,2.99,102.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,330,20,Unlimited,249.99,0,2.99,252.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,155,15,Unlimited,146.99,0,2.99,149.98,0,Yes
"RCN Telecom Services of New York, LP",NEW YORK,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,2.99,152.98,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,23439.4773959044,Cable,1000,20,Unlimited,149.99,0,0,149.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,23439.4773959044,Cable,155,15,Unlimited,133.99,0,0,133.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,41726.7578704385,Cable,50,10,Unlimited,96.99,0,0,96.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,23439.4773959044,Cable,25,4,Unlimited,83.99,0,0,83.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,41726.7578704385,Cable,330,20,Unlimited,139.99,0,0,139.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,23439.4773959044,Cable,330,20,Unlimited,139.99,0,0,139.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,41726.7578704385,Cable,25,4,Unlimited,83.99,0,0,83.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,41726.7578704385,Cable,155,15,Unlimited,133.99,0,0,133.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,0,149.99,0,Yes
RCN Telecom Services of Philadelphia LLC,PENNSYLVANIA,23439.4773959044,Cable,50,10,Unlimited,96.99,0,0,96.99,0,Yes
REACH4 Communications,LOUISIANA,13694.3686823042,Fixed wireless,1,0.375,Unlimited,30,15,0,45,0,No
REACH4 Communications,LOUISIANA,13694.3686823042,Fixed wireless,1.5,0.5,Unlimited,34.95,15,0,49.95,0,No
REACH4 Communications,LOUISIANA,13694.3686823042,Fixed wireless,10,3,Unlimited,74.95,15,0,89.95,0,Yes
REACH4 Communications,LOUISIANA,13694.3686823042,Fixed wireless,12,4,Unlimited,84.95,15,0,99.95,0,Yes
REACH4 Communications,LOUISIANA,13694.3686823042,Fixed wireless,3,1,Unlimited,44.95,15,0,59.95,0,Yes
REACH4 Communications,LOUISIANA,13694.3686823042,Fixed wireless,5,1.5,Unlimited,54.95,15,0,69.95,0,Yes
REACH4 Communications,LOUISIANA,13694.3686823042,Fixed wireless,8,2,Unlimited,64.95,15,0,79.95,0,Yes
Ridgewood Cable,TEXAS,13694.3686823042,Fixed wireless,5,0.2,Unlimited,119.95,0,0,119.95,0,Yes
Rocket Fiber LLC,MICHIGAN,23439.4773959044,FTTH,1000,1000,Unlimited,68,0,70,138,0,Yes
Safelink Internet,IDAHO,13694.3686823042,Fixed wireless,2,1,Unlimited,34.95,0,0,34.95,0,Yes
Safelink Internet,IDAHO,13694.3686823042,Fixed wireless,6,1,Unlimited,54.95,0,0,54.95,0,Yes
Safelink Internet,IDAHO,13694.3686823042,Fixed wireless,4,1,Unlimited,49.95,0,0,49.95,0,Yes
Safelink Internet,IDAHO,13694.3686823042,Fixed wireless,15,2,Unlimited,99.95,0,0,99.95,0,Yes
Safelink Internet,IDAHO,13694.3686823042,Fixed wireless,10,2,Unlimited,79.95,0,0,79.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,160939.674848656,Cable,50,2,Unlimited,64.95,0,0,64.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,321879.349697312,Cable,7,2,Unlimited,29.95,0,0,29.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,160939.674848656,Cable,35,5,Unlimited,64.95,0,0,64.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,321879.349697312,Cable,150,10,Unlimited,149.95,0,0,149.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,321879.349697312,Cable,25,2,Unlimited,44.95,0,0,44.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,321879.349697312,Cable,100,10,Unlimited,109.95,0,0,109.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,321879.349697312,Cable,15,2,Unlimited,34.95,0,0,34.95,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,321879.349697312,Cable,100,10,1000,84.95,0,0,84.95,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,321879.349697312,Cable,20,2,500,64.95,0,0,64.95,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,321879.349697312,Cable,350,35,2000,124.95,0,0,124.95,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,321879.349697312,Cable,50,5,750,74.95,0,0,74.95,0,Yes
Shenandoah Telecommunications Company,VIRGINIA,321879.349697312,Cable,50,10,750,139.95,0,0,139.95,0,Yes
Shenandoah Telecommunications Company,VIRGINIA,321879.349697312,Cable,3,0.768,Unlimited,19.99,0,0,19.99,0,Yes
Shenandoah Telecommunications Company,VIRGINIA,321879.349697312,Cable,101,10,1000,199.95,0,0,199.95,0,Yes
Shenandoah Telecommunications Company,VIRGINIA,321879.349697312,Cable,10,2,300,59.95,0,0,59.95,0,Yes
Shenandoah Telecommunications Company,VIRGINIA,321879.349697312,Cable,25,5,500,99.95,0,0,99.95,0,Yes
Shenandoah Telecommunications Company,VIRGINIA,321879.349697312,Cable,15,3,400,79.95,0,0,79.95,0,Yes
Shenandoah Telecommunications Company,VIRGINIA,321879.349697312,Cable,5,1,250,49.95,0,0,49.95,0,Yes
"Simply Bits, LLC",ARIZONA,13694.3686823042,Fixed wireless,7,2,Unlimited,49.95,0,0,49.95,0,Yes
"Simply Bits, LLC",ARIZONA,13694.3686823042,Fixed wireless,10,3,Unlimited,68.95,0,0,68.95,0,Yes
"Simply Bits, LLC",ARIZONA,13694.3686823042,Fixed wireless,25,7,Unlimited,99.95,0,0,99.95,0,Yes
"Simply Bits, LLC",ARIZONA,13694.3686823042,Fixed wireless,2,1,Unlimited,24.95,0,0,24.95,0,Yes
"Simply Bits, LLC",ARIZONA,13694.3686823042,Fixed wireless,15,4,Unlimited,84.95,0,0,84.95,0,Yes
Skybeam Acquisition Corporation,NEBRASKA,13694.3686823042,Fixed wireless,50,5,250,78.95,0,3.92,82.87,0,Yes
Skybeam Acquisition Corporation,NEBRASKA,6847.1843411521,Fixed wireless,25,4,250,75.95,0,3.92,79.87,0,Yes
Skybeam Acquisition Corporation,NEBRASKA,13694.3686823042,Fixed wireless,5,1,150,45.95,0,3.92,49.87,0,Yes
Skybeam Acquisition Corporation,NEBRASKA,13694.3686823042,Fixed wireless,15,3,250,65.95,0,3.92,69.87,0,Yes
Skybeam Acquisition Corporation,NEBRASKA,6847.1843411521,Fixed wireless,20,4,250,75.95,0,3.92,79.87,0,Yes
Skybeam Acquisition Corporation,NEBRASKA,13694.3686823042,Fixed wireless,10,2,200,55.95,0,3.92,59.87,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.505735518,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.5057355179,DSL,40,2,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.5057355179,DSL,50,5,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.5057355179,DSL,50,5,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.5057355179,DSL,20,2,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.505735518,DSL,20,2,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.505735518,DSL,50,5,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.5057355179,DSL,40,2,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,80469.837424328,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,160939.674848656,DSL,40,2,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,160939.674848656,DSL,50,5,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,13908.9192901462,DSL,20,2,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,43329.752867759,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.5057355179,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,86659.505735518,DSL,40,2,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,80469.837424328,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,160939.674848656,DSL,50,5,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,43329.752867759,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,20863.3789352192,DSL,40,2,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,13908.9192901462,FTTH,1000,1000,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,20863.3789352192,DSL,50,5,Unlimited,70,0,0,70,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,13908.9192901462,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,80469.8374243279,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,80469.8374243279,DSL,20,1,Unlimited,50,0,0,50,0,Yes
"Sonic Telecom, LLC",CALIFORNIA,160939.674848656,DSL,40,2,Unlimited,70,0,0,70,0,Yes
SpeedConnect LLC,ARIZONA,13694.3686823042,Fixed wireless,3,1.5,10,34.95,0,0,34.95,10,Yes
SpeedConnect LLC,MONTANA,13694.3686823042,Fixed wireless,3,1.5,10,34.95,0,0,34.95,10,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,0,149.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,10,4,Unlimited,63.99,0,0,63.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,155,15,Unlimited,133.99,0,0,133.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,50,10,Unlimited,96.99,0,0,96.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,23439.4773959044,Cable,50,10,Unlimited,96.99,0,0,96.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,23439.4773959044,Cable,155,15,Unlimited,133.99,0,0,133.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,23439.4773959044,Cable,25,4,Unlimited,83.99,0,0,83.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,23439.4773959044,Cable,330,20,Unlimited,139.99,0,0,139.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,10,4,Unlimited,63.99,0,0,63.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,0,149.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,155,15,Unlimited,133.99,0,0,133.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,25,4,Unlimited,83.99,0,0,83.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,330,20,Unlimited,139.99,0,0,139.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,23439.4773959044,Cable,10,4,Unlimited,63.99,0,0,63.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,23439.4773959044,Cable,1000,20,Unlimited,149.99,0,0,149.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,50,10,Unlimited,96.99,0,0,96.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,10,4,Unlimited,63.99,0,0,63.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,25,4,Unlimited,83.99,0,0,83.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,330,20,Unlimited,139.99,0,0,139.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,25,4,Unlimited,83.99,0,0,83.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,330,20,Unlimited,139.99,0,0,139.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,1000,20,Unlimited,149.99,0,0,149.99,0,Yes
"Starpower Communications, LLC d/b/a RCN",DISTRICT OF COLUMBIA,41726.7578704385,Cable,155,15,Unlimited,133.99,0,0,133.99,0,Yes
